02-03-25 17:11:59,798 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
02-03-25 18:36:36,742 | DEBUG | SessionFactoryImpl   | Instantiating SessionFactory with settings: {java.specification.version=23, sun.cpu.isalist=amd64, sun.jnu.encoding=UTF-8, hibernate.dialect=org.hibernate.dialect.MySQL8Dialect, java.class.path=C:\Users\Player14109423498\Documents\br.com.bicicletario_BicicletarioAp_jar_1.0-SNAPSHOT\br.com.bicicletario_BicicletarioAp_jar_1.0-SNAPSHOT\target\classes;C:\Users\Player14109423498\.m2\repository\org\hibernate\orm\hibernate-core\6.4.4.Final\hibernate-core-6.4.4.Final.jar;C:\Users\Player14109423498\.m2\repository\jakarta\persistence\jakarta.persistence-api\3.1.0\jakarta.persistence-api-3.1.0.jar;C:\Users\Player14109423498\.m2\repository\jakarta\transaction\jakarta.transaction-api\2.0.1\jakarta.transaction-api-2.0.1.jar;C:\Users\Player14109423498\.m2\repository\org\jboss\logging\jboss-logging\3.5.0.Final\jboss-logging-3.5.0.Final.jar;C:\Users\Player14109423498\.m2\repository\org\hibernate\common\hibernate-commons-annotations\6.0.6.Final\hibernate-commons-annotations-6.0.6.Final.jar;C:\Users\Player14109423498\.m2\repository\io\smallrye\jandex\3.1.2\jandex-3.1.2.jar;C:\Users\Player14109423498\.m2\repository\com\fasterxml\classmate\1.5.1\classmate-1.5.1.jar;C:\Users\Player14109423498\.m2\repository\net\bytebuddy\byte-buddy\1.14.11\byte-buddy-1.14.11.jar;C:\Users\Player14109423498\.m2\repository\jakarta\xml\bind\jakarta.xml.bind-api\4.0.0\jakarta.xml.bind-api-4.0.0.jar;C:\Users\Player14109423498\.m2\repository\jakarta\activation\jakarta.activation-api\2.1.0\jakarta.activation-api-2.1.0.jar;C:\Users\Player14109423498\.m2\repository\org\glassfish\jaxb\jaxb-runtime\4.0.2\jaxb-runtime-4.0.2.jar;C:\Users\Player14109423498\.m2\repository\org\glassfish\jaxb\jaxb-core\4.0.2\jaxb-core-4.0.2.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\angus\angus-activation\2.0.0\angus-activation-2.0.0.jar;C:\Users\Player14109423498\.m2\repository\org\glassfish\jaxb\txw2\4.0.2\txw2-4.0.2.jar;C:\Users\Player14109423498\.m2\repository\com\sun\istack\istack-commons-runtime\4.1.1\istack-commons-runtime-4.1.1.jar;C:\Users\Player14109423498\.m2\repository\jakarta\inject\jakarta.inject-api\2.0.1\jakarta.inject-api-2.0.1.jar;C:\Users\Player14109423498\.m2\repository\org\antlr\antlr4-runtime\4.13.0\antlr4-runtime-4.13.0.jar;C:\Users\Player14109423498\.m2\repository\javax\persistence\javax.persistence-api\2.2\javax.persistence-api-2.2.jar;C:\Users\Player14109423498\.m2\repository\org\hibernate\hibernate-entitymanager\5.6.15.Final\hibernate-entitymanager-5.6.15.Final.jar;C:\Users\Player14109423498\.m2\repository\org\hibernate\hibernate-core\5.6.15.Final\hibernate-core-5.6.15.Final.jar;C:\Users\Player14109423498\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Users\Player14109423498\.m2\repository\org\jboss\jandex\2.4.2.Final\jandex-2.4.2.Final.jar;C:\Users\Player14109423498\.m2\repository\javax\activation\javax.activation-api\1.2.0\javax.activation-api-1.2.0.jar;C:\Users\Player14109423498\.m2\repository\javax\xml\bind\jaxb-api\2.3.1\jaxb-api-2.3.1.jar;C:\Users\Player14109423498\.m2\repository\org\jboss\spec\javax\transaction\jboss-transaction-api_1.2_spec\1.1.1.Final\jboss-transaction-api_1.2_spec-1.1.1.Final.jar;C:\Users\Player14109423498\.m2\repository\com\mysql\mysql-connector-j\8.0.33\mysql-connector-j-8.0.33.jar;C:\Users\Player14109423498\.m2\repository\com\google\protobuf\protobuf-java\3.21.9\protobuf-java-3.21.9.jar;C:\Users\Player14109423498\.m2\repository\org\netbeans\external\AbsoluteLayout\RELEASE240\AbsoluteLayout-RELEASE240.jar;C:\Users\Player14109423498\.m2\repository\org\proyecto-adalid\adalid-alfa\6.0.0\adalid-alfa-6.0.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\cloud\google-cloud-translate\2.53.0\google-cloud-translate-2.53.0.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-api\1.67.1\grpc-api-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\code\findbugs\jsr305\3.0.2\jsr305-3.0.2.jar;C:\Users\Player14109423498\.m2\repository\com\google\errorprone\error_prone_annotations\2.35.1\error_prone_annotations-2.35.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-stub\1.67.1\grpc-stub-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-protobuf\1.67.1\grpc-protobuf-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-protobuf-lite\1.67.1\grpc-protobuf-lite-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\api-common\2.40.0\api-common-2.40.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\auto\value\auto-value-annotations\1.11.0\auto-value-annotations-1.11.0.jar;C:\Users\Player14109423498\.m2\repository\javax\annotation\javax.annotation-api\1.3.2\javax.annotation-api-1.3.2.jar;C:\Users\Player14109423498\.m2\repository\com\google\j2objc\j2objc-annotations\3.0.0\j2objc-annotations-3.0.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\grpc\proto-google-common-protos\2.48.0\proto-google-common-protos-2.48.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\grpc\proto-google-cloud-translate-v3beta1\0.135.0\proto-google-cloud-translate-v3beta1-0.135.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\grpc\proto-google-cloud-translate-v3\2.53.0\proto-google-cloud-translate-v3-2.53.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\guava\guava\33.3.1-jre\guava-33.3.1-jre.jar;C:\Users\Player14109423498\.m2\repository\com\google\guava\failureaccess\1.0.2\failureaccess-1.0.2.jar;C:\Users\Player14109423498\.m2\repository\com\google\guava\listenablefuture\9999.0-empty-to-avoid-conflict-with-guava\listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar;C:\Users\Player14109423498\.m2\repository\org\checkerframework\checker-qual\3.47.0\checker-qual-3.47.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\gax\2.57.0\gax-2.57.0.jar;C:\Users\Player14109423498\.m2\repository\io\opencensus\opencensus-api\0.31.1\opencensus-api-0.31.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\gax-grpc\2.57.0\gax-grpc-2.57.0.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-inprocess\1.67.1\grpc-inprocess-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-core\1.67.1\grpc-core-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\android\annotations\4.1.1.4\annotations-4.1.1.4.jar;C:\Users\Player14109423498\.m2\repository\org\codehaus\mojo\animal-sniffer-annotations\1.24\animal-sniffer-annotations-1.24.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-alts\1.67.1\grpc-alts-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-grpclb\1.67.1\grpc-grpclb-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\org\conscrypt\conscrypt-openjdk-uber\2.5.2\conscrypt-openjdk-uber-2.5.2.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-auth\1.67.1\grpc-auth-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-netty-shaded\1.67.1\grpc-netty-shaded-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-util\1.67.1\grpc-util-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\perfmark\perfmark-api\0.27.0\perfmark-api-0.27.0.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-googleapis\1.67.1\grpc-googleapis-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-xds\1.67.1\grpc-xds-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-services\1.67.1\grpc-services-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\re2j\re2j\1.7\re2j-1.7.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\gax-httpjson\2.57.0\gax-httpjson-2.57.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\code\gson\gson\2.11.0\gson-2.11.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\http-client\google-http-client-gson\1.45.0\google-http-client-gson-1.45.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\protobuf\protobuf-java-util\3.25.5\protobuf-java-util-3.25.5.jar;C:\Users\Player14109423498\.m2\repository\org\threeten\threetenbp\1.7.0\threetenbp-1.7.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\cloud\google-cloud-core\2.47.0\google-cloud-core-2.47.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\api\grpc\proto-google-iam-v1\1.43.0\proto-google-iam-v1-1.43.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\cloud\google-cloud-core-http\2.47.0\google-cloud-core-http-2.47.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\api-client\google-api-client\2.7.0\google-api-client-2.7.0.jar;C:\Users\Player14109423498\.m2\repository\commons-codec\commons-codec\1.17.1\commons-codec-1.17.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\oauth-client\google-oauth-client\1.36.0\google-oauth-client-1.36.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\http-client\google-http-client-apache-v2\1.45.0\google-http-client-apache-v2-1.45.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\http-client\google-http-client-appengine\1.45.0\google-http-client-appengine-1.45.0.jar;C:\Users\Player14109423498\.m2\repository\io\opencensus\opencensus-contrib-http-util\0.31.1\opencensus-contrib-http-util-0.31.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\apis\google-api-services-translate\v2-rev20170525-2.0.0\google-api-services-translate-v2-rev20170525-2.0.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\auth\google-auth-library-credentials\1.29.0\google-auth-library-credentials-1.29.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\auth\google-auth-library-oauth2-http\1.29.0\google-auth-library-oauth2-http-1.29.0.jar;C:\Users\Player14109423498\.m2\repository\com\google\http-client\google-http-client\1.45.0\google-http-client-1.45.0.jar;C:\Users\Player14109423498\.m2\repository\org\apache\httpcomponents\httpclient\4.5.14\httpclient-4.5.14.jar;C:\Users\Player14109423498\.m2\repository\org\apache\httpcomponents\httpcore\4.4.16\httpcore-4.4.16.jar;C:\Users\Player14109423498\.m2\repository\io\grpc\grpc-context\1.67.1\grpc-context-1.67.1.jar;C:\Users\Player14109423498\.m2\repository\com\google\http-client\google-http-client-jackson2\1.45.0\google-http-client-jackson2-1.45.0.jar;C:\Users\Player14109423498\.m2\repository\com\fasterxml\jackson\core\jackson-core\2.18.0\jackson-core-2.18.0.jar;C:\Users\Player14109423498\.m2\repository\commons-collections\commons-collections\3.2.2\commons-collections-3.2.2.jar;C:\Users\Player14109423498\.m2\repository\commons-io\commons-io\2.17.0\commons-io-2.17.0.jar;C:\Users\Player14109423498\.m2\repository\commons-lang\commons-lang\2.6\commons-lang-2.6.jar;C:\Users\Player14109423498\.m2\repository\org\slf4j\slf4j-api\2.0.16\slf4j-api-2.0.16.jar;C:\Users\Player14109423498\.m2\repository\org\slf4j\slf4j-reload4j\2.0.16\slf4j-reload4j-2.0.16.jar;C:\Users\Player14109423498\.m2\repository\ch\qos\reload4j\reload4j\1.2.22\reload4j-1.2.22.jar;C:\Users\Player14109423498\.m2\repository\log4j\log4j\1.2.17\log4j-1.2.17.jar;C:\Users\Player14109423498\.m2\repository\org\apache\maven\maven-artifact\3.9.9\maven-artifact-3.9.9.jar;C:\Users\Player14109423498\.m2\repository\org\codehaus\plexus\plexus-utils\3.5.1\plexus-utils-3.5.1.jar;C:\Users\Player14109423498\.m2\repository\org\apache\velocity\velocity\1.7\velocity-1.7.jar;C:\Users\Player14109423498\.m2\repository\org\reflections\reflections\0.10.2\reflections-0.10.2.jar;C:\Users\Player14109423498\.m2\repository\org\javassist\javassist\3.28.0-GA\javassist-3.28.0-GA.jar;C:\Users\Player14109423498\.m2\repository\net\sourceforge\plantuml\plantuml\1.2025.0\plantuml-1.2025.0.jar;C:\Users\Player14109423498\.m2\repository\org\scilab\forge\jlatexmath\1.0.7\jlatexmath-1.0.7.jar;C:\Users\Player14109423498\.m2\repository\org\scilab\forge\jlatexmath-font-greek\1.0.7\jlatexmath-font-greek-1.0.7.jar;C:\Users\Player14109423498\.m2\repository\org\scilab\forge\jlatexmath-font-cyrillic\1.0.7\jlatexmath-font-cyrillic-1.0.7.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\elk\org.eclipse.elk.core\0.9.1\org.eclipse.elk.core-0.9.1.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\elk\org.eclipse.elk.graph\0.9.1\org.eclipse.elk.graph-0.9.1.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\emf\org.eclipse.emf.common\2.12.0\org.eclipse.emf.common-2.12.0.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\emf\org.eclipse.emf.ecore\2.12.0\org.eclipse.emf.ecore-2.12.0.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\emf\org.eclipse.emf.ecore.xmi\2.12.0\org.eclipse.emf.ecore.xmi-2.12.0.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\elk\org.eclipse.elk.alg.layered\0.9.1\org.eclipse.elk.alg.layered-0.9.1.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\elk\org.eclipse.elk.alg.common\0.9.1\org.eclipse.elk.alg.common-0.9.1.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\elk\org.eclipse.elk.alg.mrtree\0.9.1\org.eclipse.elk.alg.mrtree-0.9.1.jar;C:\Users\Player14109423498\.m2\repository\org\eclipse\persistence\eclipselink\4.0.5\eclipselink-4.0.5.jar;C:\Users\Player14109423498\.m2\repository\com\sun\xml\bind\jaxb-xjc\4.0.5\jaxb-xjc-4.0.5.jar;C:\Users\Player14109423498\.m2\repository\com\sun\xml\bind\jaxb-core\4.0.5\jaxb-core-4.0.5.jar, sun.awt.enableExtraMouseButtons=true, java.vm.vendor=Azul Systems, Inc., sun.arch.data.model=64, user.variant=, java.vendor.url=http://www.azul.com/, user.timezone=America/Sao_Paulo, jakarta.persistence.sharedCache.mode=ENABLE_SELECTIVE, javax.persistence.jdbc.user=****, javax.persistence.jdbc.url=jdbc:mysql://localhost:3306/bicicletario, os.name=Windows 10, java.vm.specification.version=23, jakarta.persistence.jdbc.password=****, sun.java.launcher=SUN_STANDARD, user.country=BR, local.setting.IS_JTA_TXN_COORD=false, sun.boot.library.path=C:\Program Files\Apache NetBeans\jdk\bin, sun.java.command=br.com.bicicletario.bicicletarioap.BicicletarioAp, jdk.debug=release, jakarta.persistence.jdbc.driver=com.mysql.cj.jdbc.Driver, sun.cpu.endian=little, user.home=C:\Users\Player14109423498, user.language=pt, java.specification.vendor=Oracle Corporation, java.version.date=2025-01-21, java.home=C:\Program Files\Apache NetBeans\jdk, file.separator=\, java.vm.compressedOopsMode=32-bit, jakarta.persistence.jdbc.user=****, line.separator=
, hibernate.persistenceUnitName=PERSISTENCE_UNIT, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, javax.persistence.jdbc.driver=com.mysql.cj.jdbc.Driver, hibernate.hbm2ddl.auto=update, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=23.0.2+7, user.name=Player14109423498, stdout.encoding=UTF-8, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/bicicletario, file.encoding=UTF-8, java.vm.name=OpenJDK 64-Bit Server VM, hibernate.show_sql=true, java.vendor.version=Zulu23.32+11-CA, hibernate.formate_sql=true, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=http://www.azul.com/support/, java.io.tmpdir=C:\Users\PLAYER~1\AppData\Local\Temp\, java.version=23.0.2, user.dir=C:\Users\Player14109423498\Documents\br.com.bicicletario_BicicletarioAp_jar_1.0-SNAPSHOT\br.com.bicicletario_BicicletarioAp_jar_1.0-SNAPSHOT, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, sun.os.patch.level=, jakarta.persistence.jdbc.url=jdbc:mysql://localhost:3306/bicicletario, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.registry.StandardServiceRegistryBuilder$1@252a8aae, native.encoding=UTF-8, java.library.path=C:\Program Files\Apache NetBeans\jdk\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\Player14109423498\AppData\Local\Microsoft\WindowsApps;C:\Users\Player14109423498\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\Player14109423498\apache-maven-3.9.9-bin;;., stderr.encoding=UTF-8, java.vendor=Azul Systems, Inc., java.vm.info=mixed mode, sharing, java.vm.version=23.0.2+7, sun.io.unicode.encoding=UnicodeLittle, javax.persistence.jdbc.password=****, java.class.version=67.0}
02-03-25 18:36:36,744 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
02-03-25 18:36:36,745 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.cache.spi.CacheImplementor]
02-03-25 18:36:36,752 | DEBUG | SessionFactoryImpl   | Session factory constructed with filter configurations : {}
02-03-25 18:36:36,885 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(max)] under max; prior registration was null
02-03-25 18:36:36,887 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(min)] under min; prior registration was null
02-03-25 18:36:36,888 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(sum)] under sum; prior registration was null
02-03-25 18:36:36,890 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(avg)] under avg; prior registration was null
02-03-25 18:36:36,892 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CountFunction@4012d5bc] under count; prior registration was null
02-03-25 18:36:36,894 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.EveryAnyEmulation@3c98781a] under every; prior registration was null
02-03-25 18:36:36,894 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.EveryAnyEmulation@3f736a16] under any; prior registration was null
02-03-25 18:36:36,895 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(floor)] under floor; prior registration was null
